35|72
35|31
35|62
35|81
81|36
81|92
81|69
81|61
81|11
81|28
81|74
81|95
81|46
81|85
81|38
88|94
88|81
88|39
88|86
88|85
88|61
88|64
88|23
88|99
88|58
11|97
11|87
11|78
11|72
11|23
11|48
11|31
11|55
11|96
95|28
95|93
95|92
95|12
95|64
95|71
95|89
95|75
85|46
85|69
85|86
85|92
85|39
85|17
85|93
97|41
97|94
97|71
97|39
97|86
97|99
61|48
61|74
61|57
61|35
61|69
79|72
79|58
79|42
79|78
74|87
74|35
74|65
57|78
57|48
12|65
